ID	age	gender	party	eidretain	eidideology	treatment	respideol	distideol	educ
R_9tYxZCIjoeRvGY9	45-54	Female	Not so strong Democrat	2	4	0	2	2	Master's degree
R_2OVGfpV5rOzmd32	45-54	Female	Strong Democrat	2	4	0	1	3	Some college
R_1rCutmqJFdR6yEy	35-44	Male	Independent/Other	2	4	0	4	0	Bachelor's degree
R_Qmg8CDF8wERIgJX	18-24	Male	Not so strong Democrat	3	3	1	5	2	HS diploma or the equivalent
R_1H8D2pjwzXhUzM8	18-24	Male	Not so strong Republican	2	4	1	6	2	HS diploma or the equivalent
R_xnNUyq3IPvCNQjL	35-44	Female	Strong Democrat	3	6	1	1	5	Bachelor's degree
R_3iDzewONlgsYRLm	25-34	Male	Not so strong Democrat	3	6	1	3	3	Bachelor's degree
R_2PcJBdLlHLGYUQz	25-34	Male	Democrat Leaner	3	6	1	3	3	Associate degree
R_3haoMvg2zj3n1oD	25-34	Male	Democrat Leaner	2	4	1	3	1	Bachelor's degree
R_ANiepDXRAAzwiAx	35-44	Male	Not so strong Democrat	3	5	1	2	3	Professional or doctorate degree
R_3Ge92Ypk7LsUZm6	25-34	Male	Strong Republican	3	6	1	6	0	Associate degree
R_3nrxpYx5mMbz8qO	25-34	Male	Independent/Other	2	4	0	4	0	Master's degree
R_1N4Y20WKGE0uuGI	25-34	Male	Not so strong Republican	2	4	0	6	2	Associate degree
R_PU4lAuUoh2MybG9	55-64	Female	Not so strong Democrat	2	4	0	4	0	Bachelor's degree
R_2fwHaqJS70k86MG	25-34	Male	Not so strong Republican	3	3	0	5	2	HS diploma or the equivalent
R_1obdP51MiJ1qRnb	18-24	Male	Not so strong Republican	2	4	1	3	1	Some college
R_sT2pojoX3WVkPzr	25-34	Male	Democrat Leaner	2	3	0	2	1	Refused
R_D6O69kVE4kN5Am5	25-34	Female	Democrat Leaner	2	4	0	3	1	Professional or doctorate degree
R_3sjD8RxDWKwbFgl	35-44	Male	Democrat Leaner	2	3	0	2	1	Bachelor's degree
R_3G6Bu2e8WbaaYKm	25-34	Male	Not so strong Democrat	3	4	1	3	1	Some college
R_1GP2iGePhAHL4ax	25-34	Male	Independent/Other	2	6	1	4	2	HS diploma or the equivalent
R_2zNPQwwJsBj670h	35-44	Male	Not so strong Democrat	2	6	1	2	4	Master's degree
R_2WuJyqMPQ4nueTI	25-34	Female	Strong Democrat	2	5	0	2	3	Some college
R_2ZPIlOeG0QXZv2o	35-44	Male	Not so strong Democrat	2	5	1	2	3	Some college
R_XESDIg5tZl0kYN3	18-24	Male	Democrat Leaner	2	2	0	1	1	Some college
R_3FR0gv96jFv7M8d	25-34	Female	Not so strong Democrat	2	4	0	2	2	Bachelor's degree
R_2cq4buLmI7xZtI4	35-44	Male	Democrat Leaner	2	3	0	2	1	Professional or doctorate degree
R_1FDJvaGyoVPLOMl	35-44	Female	Strong Democrat	2	3	1	1	2	Bachelor's degree
R_3F5lkoMBaKH3G7K	35-44	Female	Strong Democrat	4	4	0	1	3	Bachelor's degree
R_2xxF0FAuTARvbZw	25-34	Male	Not so strong Democrat	2	6	1	1	5	Associate degree
R_32Rd0Ncem55FTGd	35-44	Female	Republican Leaner	3	5	1	6	1	Associate degree
R_1C9fmcDoCvZAzAD	25-34	Male	Democrat Leaner	2	3	0	2	1	HS diploma or the equivalent
R_3kJRQ0JOP6X1Tbz	25-34	Male	Not so strong Republican	2	5	1	5	0	Some college
R_3nNlKe0zuGR1YDf	25-34	Female	Not so strong Democrat	2	6	1	1	5	Bachelor's degree
R_3G3pRVWDrYrCwSo	25-34	Female	Strong Democrat	2	6	1	1	5	Master's degree
R_1fZqsSQFo6QjZZ4	25-34	Female	Not so strong Democrat	2	4	1	2	2	Associate degree
R_1It2SSjdFxo7iqu	25-34	Female	Not so strong Democrat	3	2	0	2	0	Master's degree
R_3R2CsI7vgY5DeuD	35-44	Male	Strong Democrat	2	4	0	1	3	HS diploma or the equivalent
R_wRlHqPHA8wbJNOF	45-54	Female	NA	3	5	1	6	1	Bachelor's degree
R_yxYVgl0UNL1DdwB	25-34	Female	Democrat Leaner	2	4	0	4	0	Master's degree
R_1jp8McpHuPm8xA1	35-44	Female	Strong Democrat	3	1	0	1	0	HS diploma or the equivalent
R_2YgpkLMd37WxDGQ	25-34	Female	Independent/Other	2	4	0	2	2	Associate degree
R_1g1Mduuo6eypMOh	25-34	Male	Strong Republican	1	4	1	6	2	Some college
R_11bbVdXzmY71kaD	25-34	Female	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_22xHTCVuvrSSPVh	25-34	Male	Not so strong Democrat	4	4	0	2	2	Bachelor's degree
R_1pXuelUmaQExVn6	25-34	Male	Not so strong Republican	3	6	1	6	0	Some college
R_2AEfGdrmLTMFFOg	55-64	Female	Not so strong Democrat	2	6	1	3	3	Associate degree
R_3KpGGIb9saHqTBQ	25-34	Male	Not so strong Democrat	3	4	0	2	2	Bachelor's degree
R_1jOkyvJObxHWCYi	18-24	Male	Democrat Leaner	2	5	1	3	2	Some college
R_3iQfkKzqgQyiOnv	35-44	Female	Not so strong Republican	3	4	1	4	0	Refused
R_2tKVcKOwDB2vZ76	35-44	Male	Democrat Leaner	3	3	0	4	1	Bachelor's degree
R_3fSPzQCEVa68xth	25-34	Female	Not so strong Democrat	2	5	1	2	3	Master's degree
R_3DhUjBsy6k5oo5O	25-34	Female	Strong Democrat	1	6	1	1	5	Bachelor's degree
R_bvbZaBIDsnCpFyV	35-44	Female	Strong Democrat	2	5	0	2	3	Bachelor's degree
R_7PNsMZvrq9Jus8N	25-34	Male	Not so strong Republican	2	3	0	5	2	Some college
R_3svIer75Tam3wPt	18-24	Male	Democrat Leaner	2	5	0	4	1	Some college
R_1IJW66nkyRpe3TP	25-34	Male	Strong Democrat	3	3	0	2	1	Some college
R_3OqaI6bBP5tOLMQ	35-44	Male	Republican Leaner	3	5	1	5	0	Master's degree
R_1ApuVAmCDdfxCI9	35-44	Female	Not so strong Democrat	3	4	0	2	2	Bachelor's degree
R_30c7kWwjbMKsC6J	25-34	Male	Strong Democrat	3	4	1	3	1	Some college
R_pbdpQAemDUxLjb3	25-34	Female	Democrat Leaner	3	5	0	4	1	Bachelor's degree
R_28UixmDMPsU6b7z	45-54	Male	Not so strong Republican	2	4	0	6	2	Professional or doctorate degree
R_1hEZDuxDGEyeAcU	35-44	Male	Strong Republican	2	6	1	7	1	Bachelor's degree
R_2xWNQw2A7K9wgtL	25-34	Male	Independent/Other	1	5	0	2	3	Some college
R_3FUsjFIpQ8r24aL	25-34	Male	Not so strong Democrat	2	5	1	3	2	Some college
R_27WfqAO5x2AQfaA	25-34	Male	Not so strong Democrat	3	4	0	2	2	Bachelor's degree
R_2xRvi4NkphZZuGD	25-34	Male	Democrat Leaner	2	6	1	4	2	Master's degree
R_24ov5bLjHJzwEKD	18-24	Male	Strong Democrat	3	4	0	3	1	Bachelor's degree
R_3hzrnUswT9f9DQ5	25-34	Male	Not so strong Democrat	2	2	0	1	1	Associate degree
R_1QlpFhHXCkN3XPl	25-34	Male	Strong Democrat	1	7	1	2	5	Bachelor's degree
R_2VgqMeA7uWh0c25	25-34	Male	Not so strong Republican	3	3	0	5	2	Master's degree
R_3foReXEf50YtSQd	35-44	Male	Strong Republican	4	6	1	7	1	Master's degree
R_qJThpVxgcLXhbMZ	25-34	Male	Strong Democrat	2	6	1	2	4	HS diploma or the equivalent
R_2aULEWl7BbFYv5O	35-44	Male	Not so strong Democrat	1	6	1	1	5	Bachelor's degree
R_31sLjfOKZvifJbH	25-34	Female	Strong Democrat	3	4	0	2	2	Bachelor's degree
R_1hKHM5aaJ5LDNjt	35-44	Male	Not so strong Republican	3	4	0	6	2	Associate degree
R_3po8lAWYFcjKb9z	25-34	Female	Democrat Leaner	2	4	0	1	3	Bachelor's degree
R_OD9B9nUqZ6ThJG9	18-24	Male	Not so strong Republican	2	3	0	5	2	Bachelor's degree
R_27swoYDGrStsmHp	18-24	Male	Not so strong Republican	2	5	1	7	2	Bachelor's degree
R_1mIcGdEBn1VRbI0	55-64	Female	Strong Republican	3	4	0	7	3	HS diploma or the equivalent
R_RsI6BKoaEI6pGHD	25-34	Male	Democrat Leaner	2	4	0	4	0	Did not graduate from HS
R_1dND3094pBZa01z	18-24	Male	Strong Democrat	3	5	0	2	3	Bachelor's degree
R_1hGvq5D6YN01WiY	25-34	Male	Not so strong Republican	2	4	0	5	1	Bachelor's degree
R_27fXyB2xcodRpWL	45-54	Female	Republican Leaner	2	4	0	4	0	Some college
R_OJMXI4yMT9vUDst	25-34	Male	Strong Democrat	2	4	0	1	3	HS diploma or the equivalent
R_2uVd772FvVuLYGL	35-44	Male	Not so strong Democrat	3	3	0	2	1	Bachelor's degree
R_a2TEroG3Ip7RLe9	18-24	Male	Not so strong Democrat	3	4	0	3	1	Bachelor's degree
R_1Fqx9enAnZkM8sk	25-34	Female	Democrat Leaner	3	4	0	1	3	Master's degree
R_1pRsMs32RbW6NqW	25-34	Female	Strong Democrat	2	4	1	2	2	Bachelor's degree
R_3e8PdwfsE66fMlU	18-24	Female	Not so strong Democrat	2	4	1	4	0	Bachelor's degree
R_3lJiKUysoLFciJI	25-34	Male	Independent/Other	3	5	1	5	0	Bachelor's degree
R_xnIiODvcAqCm6QN	35-44	Male	Not so strong Democrat	3	7	1	5	2	Bachelor's degree
R_2PcaDWx21aPNyOk	25-34	Male	Strong Republican	2	4	0	6	2	Bachelor's degree
R_3HHSztisDE7f5Uk	18-24	Female	Strong Democrat	1	6	1	1	5	Some college
R_2QQ9Xm0wX2KkBjD	35-44	Female	Democrat Leaner	1	7	1	3	4	Bachelor's degree
R_tSQaiGYoAC32k2B	25-34	Male	Democrat Leaner	3	4	0	2	2	Associate degree
R_1luRYQ4qOx8pfMh	25-34	Male	Republican Leaner	2	3	0	5	2	Some college
R_10Td1ms15Ccci0r	18-24	Male	Not so strong Democrat	3	5	1	3	2	Bachelor's degree
R_3D5cs7y2sHZSFXl	35-44	Female	Strong Democrat	1	7	1	1	6	Some college
R_2WO0J5JBDNx85Vi	35-44	Male	Not so strong Democrat	3	6	1	4	2	Associate degree
R_1hA2lfrgthDe95E	25-34	Female	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_3Ep8dAzFWuhf1mU	35-44	Male	Democrat Leaner	2	3	0	2	1	Bachelor's degree
R_3e38sTBg9YyK570	25-34	Male	Independent/Other	2	5	0	4	1	Bachelor's degree
R_PS8ThJ69mXg2Y7v	25-34	Male	Not so strong Democrat	2	2	0	2	0	Bachelor's degree
R_C3sBfK5HlK8g413	25-34	Female	Not so strong Democrat	1	5	1	2	3	Bachelor's degree
R_XoVTaPgFcSjS6VH	35-44	Male	Democrat Leaner	2	6	1	4	2	Bachelor's degree
R_1DSvZeg7TtHraQU	25-34	Male	Independent/Other	2	4	0	4	0	Some college
R_2ATLxkbDO2RFpvt	35-44	Male	Strong Democrat	1	7	1	1	6	Bachelor's degree
R_3EM6vC7qNaozwTl	25-34	Male	Democrat Leaner	2	4	0	4	0	Bachelor's degree
R_21oLF9b73lAjme9	35-44	Male	Independent/Other	2	4	0	4	0	HS diploma or the equivalent
R_3L5Y8SzIaVDlXNj	18-24	Male	Strong Democrat	2	4	0	4	0	Bachelor's degree
R_1rPQQOBdKtjRSPR	25-34	Male	Not so strong Republican	2	4	0	5	1	Some college
R_VVkij3IFUEbJmOl	35-44	Male	Independent/Other	1	2	1	4	2	Some college
R_1Fh0f9h2ame6EaK	25-34	Male	Not so strong Republican	3	5	1	5	0	Associate degree
R_1KsdApTt1ZyEj1N	35-44	Male	Strong Republican	3	6	0	6	0	Some college
R_02K5hpPwG6zhvXz	25-34	Male	Strong Democrat	3	4	0	2	2	Bachelor's degree
R_C3vrxBZwSUTV7xf	25-34	Male	Not so strong Republican	2	3	0	7	4	Bachelor's degree
R_3qrDqx3MjnQlUG5	65-74	Male	Strong Republican	3	1	0	6	5	Professional or doctorate degree
R_24oqFo4fdLr6DU5	18-24	Male	Strong Democrat	3	3	0	2	1	Some college
R_udEpw7xPVcmkSmB	25-34	Male	Not so strong Democrat	3	3	0	2	1	HS diploma or the equivalent
R_3QXdyNulPeOVWYo	25-34	Male	Not so strong Democrat	2	4	0	3	1	Bachelor's degree
R_1pF3xBwWmYDTm1X	35-44	Male	Strong Democrat	3	3	0	2	1	Professional or doctorate degree
R_1OE1wRHN6CAvBu0	25-34	Male	Independent/Other	3	6	1	4	2	Associate degree
R_2rIoKD94iDqyAiP	18-24	Male	Not so strong Democrat	2	6	0	3	3	Some college
R_1go4uzsfS73fyDX	25-34	Male	Not so strong Republican	2	3	0	2	1	Some college
R_1hyAXMT4aXkn94o	18-24	Male	Not so strong Democrat	2	5	1	2	3	Some college
R_1LAy5q3ytiq2KjY	45-54	Male	Not so strong Democrat	3	4	0	5	1	Bachelor's degree
R_2fKcfYCcq62jKs3	25-34	Male	Democrat Leaner	3	5	1	4	1	Associate degree
R_2EhtqR4cQZYoTKW	25-34	Male	Republican Leaner	2	6	1	4	2	Professional or doctorate degree
R_ebu9G5ZeNIXAN9f	25-34	Male	Independent/Other	2	4	0	3	1	Some college
R_1ePnU7HMo6KPdHp	55-64	Female	Strong Republican	3	3	1	6	3	Bachelor's degree
R_1CCPyJWG6UudLeL	25-34	Male	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_2v0LItdqurz0jLU	25-34	Other	Strong Republican	3	6	0	7	1	Some college
R_3s4umEzEqHwZ7Eq	25-34	Female	Strong Republican	3	6	0	7	1	Some college
R_2tnWI5AqflSXLcJ	25-34	Male	Democrat Leaner	2	6	1	2	4	Master's degree
R_2fuMrg2rwnMrKE6	18-24	Male	Strong Republican	2	4	0	6	2	Bachelor's degree
R_116kKs5o7SJqSij	18-24	Female	Democrat Leaner	2	5	0	2	3	Bachelor's degree
R_3FJPhJ6Chx7P92q	25-34	Male	Democrat Leaner	2	3	0	1	2	Some college
R_3qmWOdpldW1J9Cy	25-34	Female	Strong Democrat	1	6	1	1	5	Master's degree
R_5u74Ow40GiywWt3	35-44	Male	Not so strong Democrat	4	4	0	4	0	Some college
R_1Ej8lvVK5U822sq	25-34	Male	Not so strong Democrat	3	5	1	6	1	Some college
R_2YJUTojyoGDjEny	25-34	Male	Strong Republican	3	5	1	6	1	Some college
R_2ZZHeB3BgCK4pQS	25-34	Male	Strong Democrat	3	5	1	3	2	Associate degree
R_50HsMhb5cjAd25r	18-24	Female	Democrat Leaner	1	7	1	1	6	Bachelor's degree
R_3p4jDeWaa0NOHRV	55-64	Male	Not so strong Democrat	1	7	1	2	5	Bachelor's degree
R_2XbqMtlKsTvNoes	18-24	Male	Democrat Leaner	2	5	1	2	3	Some college
R_3gLBp9zCYLCE2nP	18-24	Male	Independent/Other	2	4	0	4	0	Bachelor's degree
R_1EajBYvJPz2Yt5y	35-44	Male	Democrat Leaner	2	4	0	1	3	Some college
R_3KxVxKbmLuNwUFT	25-34	Male	Independent/Other	1	7	1	4	3	Some college
R_1inGtalurE7fa3N	25-34	Male	Democrat Leaner	1	6	1	2	4	Some college
R_2DV79DwOWEMr3T7	18-24	Female	Not so strong Democrat	2	4	0	2	2	Bachelor's degree
R_RltxYK7Rn5OiibL	25-34	Male	Democrat Leaner	2	6	1	2	4	Some college
R_3oI0LoZjFAh74rG	25-34	Male	Independent/Other	3	4	0	4	0	Professional or doctorate degree
R_2WHWhpK3Pk3yJZm	45-54	Female	Not so strong Democrat	2	4	0	2	2	Professional or doctorate degree
R_1OlVtq6KbYaBgbF	25-34	Male	Democrat Leaner	3	4	1	1	3	Some college
R_2QGxDxJ3WD7yc96	25-34	Female	Not so strong Democrat	4	2	0	2	0	Master's degree
R_294U5PAtXs765fS	35-44	Male	Not so strong Democrat	3	4	0	4	0	Bachelor's degree
R_1irFmwfK59g3l5N	25-34	Male	Republican Leaner	3	5	1	6	1	HS diploma or the equivalent
R_295g1h4i8EUVCXg	35-44	Male	Democrat Leaner	1	7	1	2	5	Professional or doctorate degree
R_3EASBsalcn3yCBy	18-24	Male	Independent/Other	2	4	0	4	0	Associate degree
R_AMwhRCWUSfXCIiB	35-44	Male	Independent/Other	1	4	1	1	3	Some college
R_1P0sp4HZWIQCU2W	25-34	Male	Not so strong Republican	3	5	0	7	2	Some college
R_BrCrCoBxGpHQgpj	25-34	Male	Independent/Other	1	7	1	4	3	Some college
R_1cTU10dIXrEH6pB	25-34	Male	Not so strong Democrat	3	4	0	3	1	Some college
R_2Yblt3MkcHXpMdY	55-64	Female	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_2tgO6TOhKbg6bnW	25-34	Female	Democrat Leaner	2	6	1	1	5	Bachelor's degree
R_3hDA1xc9GsOabGa	25-34	Male	Republican Leaner	4	4	0	5	1	HS diploma or the equivalent
R_1OoQryi703a6RYW	35-44	Female	Not so strong Republican	2	4	0	6	2	Bachelor's degree
R_3JITaETI1VZiHv3	25-34	Female	Strong Democrat	1	7	1	1	6	Bachelor's degree
R_0VVfXBKhuggeS3L	45-54	Male	Not so strong Republican	2	3	0	6	3	Bachelor's degree
R_2TFCnryrnNZ00yj	45-54	Male	Democrat Leaner	2	3	0	2	1	HS diploma or the equivalent
R_1jYYZjcCNqdFFNk	18-24	Female	Strong Democrat	2	4	0	3	1	HS diploma or the equivalent
R_9KNVNmAG3uTNahz	25-34	Female	Strong Democrat	2	6	1	2	4	Master's degree
R_3h60qrs6nNrIWKp	35-44	Male	Strong Republican	2	4	0	7	3	Bachelor's degree
R_1jNeXvDUgmg49b6	35-44	Male	Independent/Other	1	7	0	4	3	Professional or doctorate degree
R_11WJLXwAcRapO5O	25-34	Male	Strong Republican	2	4	1	7	3	Associate degree
R_ABzJsXGOtiCwJpL	25-34	Female	Not so strong Democrat	2	4	0	1	3	Bachelor's degree
R_3dPTODzRQweVuq4	35-44	Male	Strong Democrat	2	4	1	2	2	Master's degree
R_1FEfEg7ISRbHWYj	25-34	Female	Not so strong Democrat	2	6	1	2	4	Bachelor's degree
R_2aCAWFHjZmH05Vo	25-34	Male	Not so strong Republican	2	4	1	4	0	Master's degree
R_2zHlGGaNTiAUUKm	45-54	Female	Not so strong Democrat	3	3	1	2	1	Some college
R_2dQkWQLvuVpio1b	45-54	Female	Strong Republican	2	3	0	6	3	Bachelor's degree
R_bIxrz6j9Uvi4lqh	25-34	Female	Strong Democrat	1	7	1	3	4	HS diploma or the equivalent
R_20My09vAefFzRA6	25-34	Male	Not so strong Democrat	3	4	0	2	2	Bachelor's degree
R_3htrYgK2ulHk3YC	35-44	Male	Not so strong Democrat	2	5	1	4	1	Professional or doctorate degree
R_3KUFKX9bK8rVHsc	25-34	Male	Not so strong Democrat	4	4	0	3	1	Some college
R_3QPOMqspMb59mjR	55-64	Female	Strong Democrat	4	3	0	1	2	Bachelor's degree
R_33eAavS0a1atKej	25-34	Female	Democrat Leaner	2	6	1	1	5	Some college
R_1ES332gj23hpGYV	45-54	Female	Not so strong Republican	4	7	1	6	1	Bachelor's degree
R_2tM9VqeO85mNWGk	25-34	Male	Not so strong Republican	4	6	1	5	1	Bachelor's degree
R_PvB4TufeM5hnCNz	25-34	Male	Republican Leaner	3	5	1	5	0	Bachelor's degree
R_3h2jpFg4tB1QE6J	18-24	Female	Strong Democrat	2	3	0	2	1	Associate degree
R_2uKHy4WaoUtxQmh	18-24	Male	Independent/Other	3	4	0	4	0	Some college
R_3oyXGpPWNNA8ybD	35-44	Female	Strong Democrat	3	4	0	2	2	Master's degree
R_uq4kNESVSZwgoFz	25-34	Female	Democrat Leaner	1	5	1	3	2	Some college
R_2tgLaKFc5vQBkI0	25-34	Female	Not so strong Democrat	3	5	0	5	0	Some college
R_2Sk3FWFCqeQ4yXO	45-54	Female	Republican Leaner	3	6	1	4	2	Bachelor's degree
R_1o22l7LNTJNG9p8	25-34	Male	Not so strong Democrat	3	6	1	2	4	Bachelor's degree
R_2qazwWumCgKIRFX	25-34	Male	Republican Leaner	2	5	1	4	1	Bachelor's degree
R_2tJ7qjIEShXLEMZ	45-54	Male	Not so strong Democrat	3	6	1	3	3	Associate degree
R_Weve4GvWyeEUJ8J	45-54	Female	Strong Democrat	2	6	1	2	4	Bachelor's degree
R_AFOiCPjfzgM9Krn	25-34	Male	Not so strong Republican	3	6	1	5	1	Bachelor's degree
R_3qgKJQlyisynknL	35-44	Refused	Strong Democrat	2	4	0	1	3	Bachelor's degree
R_cZ3w4iABMQ9xR85	25-34	Male	Democrat Leaner	2	4	0	3	1	Master's degree
R_2AGAYgtLg7ZYKlz	35-44	Male	Not so strong Democrat	2	6	0	3	3	Bachelor's degree
R_2zkAQye6M9SuAWF	55-64	Female	Strong Democrat	3	3	0	1	2	HS diploma or the equivalent
R_2zHJvNQ1anur8x1	25-34	Male	Independent/Other	1	4	0	4	0	Bachelor's degree
R_xDwPzU3UPq6W2hr	25-34	Male	Democrat Leaner	2	3	1	4	1	Some college
R_1gcBXHnxggsJXyd	35-44	Female	Strong Republican	3	2	0	5	3	Bachelor's degree
R_3MLhFFE5usZu4Km	35-44	Male	Not so strong Republican	2	5	0	5	0	Bachelor's degree
R_3dQxbkSSKsFpwha	35-44	Female	Republican Leaner	2	4	1	5	1	Some college
R_2rOBCfXXspH4KTA	35-44	Male	Democrat Leaner	3	4	0	2	2	Bachelor's degree
R_3qX3ZLwNtENpbEF	25-34	Female	Democrat Leaner	2	4	0	3	1	Some college
R_1qh7Qj2SlwxGYVd	25-34	Male	Independent/Other	2	3	0	4	1	Bachelor's degree
R_3DuS9JoMBzqXZTD	18-24	Male	Not so strong Democrat	1	7	1	2	5	Bachelor's degree
R_21oHEWjOU07b6Vn	45-54	Female	Strong Democrat	3	6	1	1	5	Associate degree
R_1jNcf9qh3n6Qt7i	35-44	Male	Not so strong Democrat	4	4	0	3	1	HS diploma or the equivalent
R_1mEsfT6wjVgjqag	25-34	Female	Strong Democrat	1	7	1	1	6	Bachelor's degree
R_2q1UcgxBHv6E4Qe	25-34	Female	Independent/Other	3	4	0	4	0	Bachelor's degree
R_3shU6nVlhdl1BiN	18-24	Male	Democrat Leaner	2	5	1	2	3	Some college
R_2D2ksQHAlc61t25	25-34	Male	Democrat Leaner	2	5	1	2	3	Bachelor's degree
R_doR32C7JfBbBYxX	25-34	Male	Not so strong Democrat	3	3	0	3	0	Bachelor's degree
R_1hH08I9I2OEcFAf	35-44	Male	Not so strong Republican	3	3	0	6	3	Bachelor's degree
R_3ND1AWTgmTDOqkI	18-24	Male	Strong Democrat	2	3	1	2	1	Bachelor's degree
R_2rHkVTsJcdyUpEJ	25-34	Female	Democrat Leaner	3	4	1	4	0	Some college
R_UisZpHI3x4XL0MV	55-64	Female	Democrat Leaner	3	3	0	1	2	Associate degree
R_eJRlktF7GewspHz	25-34	Male	Not so strong Republican	NA	7	0	6	1	Associate degree
R_3HAnaUi1A9nORZ2	35-44	Female	Strong Democrat	2	3	0	2	1	Master's degree
R_2aVRjnp8e7Cw6HE	35-44	Female	Not so strong Democrat	1	7	1	1	6	Bachelor's degree
R_1pKYnn1mmNNlmMA	25-34	Female	Not so strong Republican	2	5	1	5	0	Bachelor's degree
R_3QMHUy2bYjBl2Zc	18-24	Other	Democrat Leaner	2	5	0	2	3	Bachelor's degree
R_3hzncNzLA7Y9LIS	25-34	Male	Independent/Other	2	5	1	4	1	Bachelor's degree
R_Tw1BDHsQT8xNSxP	25-34	Male	Not so strong Republican	2	3	1	4	1	Bachelor's degree
R_3nDauUKcWMj0HnD	55-64	Male	Democrat Leaner	1	7	1	2	5	Bachelor's degree
R_1gky9mMHpyHe9GL	35-44	Male	Democrat Leaner	2	3	0	4	1	Bachelor's degree
R_1DRQZxHDGevOGDW	35-44	Male	Strong Democrat	3	4	0	1	3	Master's degree
R_30jb71bKcKoBtwg	25-34	Male	Not so strong Democrat	2	3	0	2	1	Bachelor's degree
R_1mVselFl5N7xWRT	35-44	Female	Strong Democrat	2	4	1	1	3	Associate degree
R_1Q9nmJRG8S21iDZ	25-34	Male	Strong Democrat	3	4	0	2	2	Master's degree
R_3Pw8Qi3cfYaElTi	35-44	Female	Strong Republican	3	5	0	7	2	Some college
R_C2diRXReNo30avT	25-34	Male	Independent/Other	2	5	1	3	2	Professional or doctorate degree
R_3PMR8Lfg5Hu7dN8	25-34	Male	Not so strong Democrat	2	4	0	2	2	Bachelor's degree
R_1Oq5PO3bNJsrshJ	35-44	Female	Not so strong Republican	3	4	0	5	1	Master's degree
R_2pM5LKF3rUhahLc	25-34	Female	Not so strong Republican	2	3	0	5	2	Bachelor's degree
R_DN2wfeSEOS2v25H	35-44	Male	Not so strong Democrat	2	4	0	3	1	Bachelor's degree
